1722352551.388280 server started (32330): version 3.4, socket /private/tmp/tmux-501/default, protocol 8
1722352551.388346 on Darwin 23.5.0 Darwin Kernel Version 23.5.0: Wed May  1 20:16:51 PDT 2024; root:xnu-10063.121.3~5/RELEASE_ARM64_T8103
1722352551.388360 using libevent 2.1.12-stable select
1722352551.388374 using utf8proc 2.9.0
1722352551.388382 using ncurses 6.5 20240427
1722352551.391556 yylex_token: $
1722352551.391563 yylex_token: end at WS
1722352551.391570 yylex_token: command-prompt
1722352551.391576 yylex_token: end at WS
1722352551.391584 yylex_token: -I#S
1722352551.391593 yylex_token: end at WS
1722352551.391599 yylex_token: rename-session
1722352551.391606 yylex_token: end at WS
1722352551.391613 yylex_token: --
1722352551.391620 yylex_token: end at WS
1722352551.391626 yylex_token: %%
1722352551.391635 cmd_parse_build_commands 0:0: bind
1722352551.391642 cmd_parse_build_commands 0:1: -N
1722352551.391649 cmd_parse_build_commands 0:2: Rename current session
1722352551.391657 cmd_parse_build_commands 0:3: $
1722352551.391665 cmd_parse_build_commands 0:4 0:0: command-prompt
1722352551.391673 cmd_parse_build_commands 0:4 0:1: -I#S
1722352551.391682 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1722352551.391689 cmd_parse_build_commands 0:4 0:2 0:1: --
1722352551.391696 cmd_parse_build_commands 0:4 0:2 0:2: %%
1722352551.391706 cmd_parse_build_commands 0:0: command-prompt
1722352551.391713 cmd_parse_build_commands 0:1: -I#S
1722352551.391721 cmd_parse_build_commands 0:2 0:0: rename-session
1722352551.391728 cmd_parse_build_commands 0:2 0:1: --
1722352551.391733 cmd_parse_build_commands 0:2 0:2: %%
1722352551.391740 cmd_parse_build_commands 0:0: rename-session
1722352551.391747 cmd_parse_build_commands 0:1: --
1722352551.391752 cmd_parse_build_commands 0:2: %%
1722352551.391759 args_parse_flags: next --
1722352551.391764 args_parse: flags end at 2 of 3
1722352551.391770 args_parse: 2 = %% (type STRING)
1722352551.391779 cmd_parse_build_commands: rename-session "%%"
1722352551.391785 args_parse_flags: next -I#S
1722352551.391790 args_parse_flag_argument: -I = #S
1722352551.391796 args_parse: flags end at 2 of 3
1722352551.391803 args_parse: 2 = rename-session "%%" (type COMMANDS)
1722352551.391816 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1722352551.391822 args_parse_flags: next -N
1722352551.391828 args_parse_flag_argument: -N = Rename current session
1722352551.391833 args_parse_flags: next $
1722352551.391841 args_parse: flags end at 3 of 5
1722352551.391847 args_parse: 3 = $ (type STRING)
1722352551.391861 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1722352551.391881 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1722352551.391899 cmdq_get_command: [bind-key/0x150908eb0] group 58
1722352551.391905 cmdq_append <global>: [bind-key/0x150908eb0]
1722352551.391911 yylex_token: end at WS
1722352551.391916 yylex_token: bind
1722352551.391921 yylex_token: end at WS
1722352551.391926 yylex_token: -N
1722352551.391933 yylex_token: end at WS
1722352551.391938 yylex_token: Split window horizontally
1722352551.391944 yylex_get_word: %
1722352551.391950 yylex_token: end at WS
1722352551.391954 yylex_token: split-window
1722352551.391959 yylex_token: end at WS
1722352551.391964 yylex_token: -h
1722352551.391971 cmd_parse_build_commands 0:0: bind
1722352551.391976 cmd_parse_build_commands 0:1: -N
1722352551.391981 cmd_parse_build_commands 0:2: Split window horizontally
1722352551.391986 cmd_parse_build_commands 0:3: %
1722352551.391992 cmd_parse_build_commands 0:4 0:0: split-window
1722352551.391997 cmd_parse_build_commands 0:4 0:1: -h
1722352551.392005 cmd_parse_build_commands 0:0: split-window
1722352551.392010 cmd_parse_build_commands 0:1: -h
1722352551.392017 args_parse_flags: next -h
1722352551.392022 args_parse_flags: -h
1722352551.392028 args_parse: flags end at 2 of 2
1722352551.392036 cmd_parse_build_commands: split-window -h
1722352551.392041 args_parse_flags: next -N
1722352551.392046 args_parse_flag_argument: -N = Split window horizontally
1722352551.392051 args_parse_flags: next %
1722352551.392057 args_parse: flags end at 3 of 5
1722352551.392062 args_parse: 3 = % (type STRING)
1722352551.392069 args_parse: 4 = split-window -h (type COMMANDS)
1722352551.392085 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1722352551.392093 cmdq_get_command: [bind-key/0x150908ff0] group 70
1722352551.392099 cmdq_append <global>: [bind-key/0x150908ff0]
1722352551.392105 yylex_token: end at WS
1722352551.392110 yylex_token: bind
1722352551.392115 yylex_token: end at WS
1722352551.392120 yylex_token: -N
1722352551.392126 yylex_token: end at WS
1722352551.392131 yylex_token: Kill current window
1722352551.392136 yylex_token: end at WS
1722352551.392141 yylex_token: &
1722352551.392147 yylex_token: end at WS
1722352551.392152 yylex_token: confirm-before
1722352551.392158 yylex_token: end at WS
1722352551.392163 yylex_token: -pkill-window #W? (y/n)
1722352551.392169 yylex_token: end at WS
1722352551.392174 yylex_token: kill-window
1722352551.392180 cmd_parse_build_commands 0:0: bind
1722352551.392185 cmd_parse_build_commands 0:1: -N
1722352551.392191 cmd_parse_build_commands 0:2: Kill current window
1722352551.392196 cmd_parse_build_commands 0:3: &
1722352551.392201 cmd_parse_build_commands 0:4 0:0: confirm-before
1722352551.392207 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1722352551.392212 cmd_parse_build_commands 0:4 0:2: kill-window
1722352551.392220 cmd_parse_build_commands 0:0: confirm-before
1722352551.392225 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1722352551.392231 cmd_parse_build_commands 0:2: kill-window
1722352551.392238 args_parse_flags: next -pkill-window #W? (y/n)
1722352551.392244 args_parse_flag_argument: -p = kill-window #W? (y/n)
1722352551.392249 args_parse_flags: next kill-window
1722352551.392254 args_parse: flags end at 2 of 3
1722352551.392259 args_parse: 2 = kill-window (type STRING)
1722352551.392272 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1722352551.392277 args_parse_flags: next -N
1722352551.392283 args_parse_flag_argument: -N = Kill current window
1722352551.392288 args_parse_flags: next &
1722352551.392293 args_parse: flags end at 3 of 5
1722352551.392298 args_parse: 3 = & (type STRING)
1722352551.392310 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1722352551.392329 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1722352551.392337 cmdq_get_command: [bind-key/0x150909300] group 78
1722352551.392343 cmdq_append <global>: [bind-key/0x150909300]
1722352551.392358 yylex_token: end at WS
1722352551.392363 yylex_token: bind
1722352551.392369 yylex_token: end at WS
1722352551.392373 yylex_token: -N
1722352551.392381 yylex_token: end at WS
1722352551.392387 yylex_token: Prompt for window index to select
1722352551.392392 yylex_token: end at WS
1722352551.392397 yylex_token: '
1722352551.392403 yylex_token: end at WS
1722352551.392408 yylex_token: command-prompt
1722352551.392413 yylex_token: end at WS
1722352551.392418 yylex_token: -T
1722352551.392423 yylex_token: end at WS
1722352551.392428 yylex_token: window-target
1722352551.392434 yylex_token: end at WS
1722352551.392439 yylex_token: -pindex
1722352551.392445 yylex_token: end at WS
1722352551.392449 yylex_token: select-window
1722352551.392454 yylex_token: end at WS
1722352551.392459 yylex_token: -t
1722352551.392464 yylex_token: end at WS
1722352551.392469 yylex_token: :%%
1722352551.392476 cmd_parse_build_commands 0:0: bind
1722352551.392481 cmd_parse_build_commands 0:1: -N
1722352551.392487 cmd_parse_build_commands 0:2: Prompt for window index to select
1722352551.392492 cmd_parse_build_commands 0:3: '
1722352551.392498 cmd_parse_build_commands 0:4 0:0: command-prompt
1722352551.392503 cmd_parse_build_commands 0:4 0:1: -T
1722352551.392508 cmd_parse_build_commands 0:4 0:2: window-target
1722352551.392513 cmd_parse_build_commands 0:4 0:3: -pindex
1722352551.392519 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1722352551.392524 cmd_parse_build_commands 0:4 0:4 0:1: -t
1722352551.392529 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1722352551.392537 cmd_parse_build_commands 0:0: command-prompt
1722352551.392542 cmd_parse_build_commands 0:1: -T
1722352551.392547 cmd_parse_build_commands 0:2: window-target
1722352551.392552 cmd_parse_build_commands 0:3: -pindex
1722352551.392557 cmd_parse_build_commands 0:4 0:0: select-window
1722352551.392562 cmd_parse_build_commands 0:4 0:1: -t
1722352551.392567 cmd_parse_build_commands 0:4 0:2: :%%
1722352551.392575 cmd_parse_build_commands 0:0: select-window
1722352551.392580 cmd_parse_build_commands 0:1: -t
1722352551.392585 cmd_parse_build_commands 0:2: :%%
1722352551.392592 args_parse_flags: next -t
1722352551.392598 args_parse_flag_argument: -t = :%%
1722352551.392604 args_parse: flags end at 3 of 3
1722352551.392613 cmd_parse_build_commands: select-window -t ":%%"
1722352551.392619 args_parse_flags: next -T
1722352551.392624 args_parse_flag_argument: -T = window-target
1722352551.392629 args_parse_flags: next -pindex
1722352551.392635 args_parse_flag_argument: -p = index
1722352551.392640 args_parse: flags end at 4 of 5
1722352551.392648 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1722352551.392666 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1722352551.392671 args_parse_flags: next -N
1722352551.392677 args_parse_flag_argument: -N = Prompt for window index to select
1722352551.392683 args_parse_flags: next '
1722352551.392688 args_parse: flags end at 3 of 5
1722352551.392693 args_parse: 3 = ' (type STRING)
1722352551.392709 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1722352551.392733 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1722352551.392744 cmdq_get_command: [bind-key/0x150909e10] group 86
1722352551.392749 cmdq_append <global>: [bind-key/0x150909e10]
1722352551.392755 yylex_token: end at WS
1722352551.392760 yylex_token: bind
1722352551.392765 yylex_token: end at WS
1722352551.392769 yylex_token: -N
1722352551.392776 yylex_token: end at WS
1722352551.392781 yylex_token: Switch to previous client
1722352551.392786 yylex_token: end at WS
1722352551.392791 yylex_token: (
1722352551.392797 yylex_token: end at WS
1722352551.392802 yylex_token: switch-client
1722352551.392807 yylex_token: end at WS
1722352551.392812 yylex_token: -p
1722352551.392818 cmd_parse_build_commands 0:0: bind
1722352551.392823 cmd_parse_build_commands 0:1: -N
1722352551.392828 cmd_parse_build_commands 0:2: Switch to previous client
1722352551.392840 cmd_parse_build_commands 0:3: (
1722352551.392846 cmd_parse_build_commands 0:4 0:0: switch-client
1722352551.392851 cmd_parse_build_commands 0:4 0:1: -p
1722352551.392859 cmd_parse_build_commands 0:0: switch-client
1722352551.392864 cmd_parse_build_commands 0:1: -p
1722352551.392871 args_parse_flags: next -p
1722352551.392876 args_parse_flags: -p
1722352551.392881 args_parse: flags end at 2 of 2
1722352551.392890 cmd_parse_build_commands: switch-client -p
1722352551.392895 args_parse_flags: next -N
1722352551.392900 args_parse_flag_argument: -N = Switch to previous client
1722352551.392905 args_parse_flags: next (
1722352551.392910 args_parse: flags end at 3 of 5
1722352551.392915 args_parse: 3 = ( (type STRING)
1722352551.392922 args_parse: 4 = switch-client -p (type COMMANDS)
1722352551.392937 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1722352551.392945 cmdq_get_command: [bind-key/0x15090a040] group 98
1722352551.392950 cmdq_append <global>: [bind-key/0x15090a040]
1722352551.392956 yylex_token: end at WS
1722352551.392961 yylex_token: bind
1722352551.392966 yylex_token: end at WS
1722352551.392971 yylex_token: -N
1722352551.392977 yylex_token: end at WS
1722352551.392982 yylex_token: Switch to next client
1722352551.392987 yylex_token: end at WS
1722352551.392992 yylex_token: )
1722352551.392998 yylex_token: end at WS
1722352551.393003 yylex_token: switch-client
1722352551.393008 yylex_token: end at WS
1722352551.393012 yylex_token: -n
1722352551.393019 cmd_parse_build_commands 0:0: bind
1722352551.393024 cmd_parse_build_commands 0:1: -N
1722352551.393029 cmd_parse_build_commands 0:2: Switch to next client
1722352551.393034 cmd_parse_build_commands 0:3: )
1722352551.393039 cmd_parse_build_commands 0:4 0:0: switch-client
1722352551.393044 cmd_parse_build_commands 0:4 0:1: -n
1722352551.393051 cmd_parse_build_commands 0:0: switch-client
1722352551.393056 cmd_parse_build_commands 0:1: -n
1722352551.393064 args_parse_flags: next -n
1722352551.393069 args_parse_flags: -n
1722352551.393074 args_parse: flags end at 2 of 2
1722352551.393081 cmd_parse_build_commands: switch-client -n
1722352551.393087 args_parse_flags: next -N
1722352551.393092 args_parse_flag_argument: -N = Switch to next client
1722352551.393097 args_parse_flags: next )
1722352551.393102 args_parse: flags end at 3 of 5
1722352551.393107 args_parse: 3 = ) (type STRING)
1722352551.393114 args_parse: 4 = switch-client -n (type COMMANDS)
1722352551.393128 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1722352551.393136 cmdq_get_command: [bind-key/0x15090a1d0] group 106
1722352551.393142 cmdq_append <global>: [bind-key/0x15090a1d0]
1722352551.393147 yylex_token: end at WS
1722352551.393152 yylex_token: bind
1722352551.393157 yylex_token: end at WS
1722352551.393162 yylex_token: -N
1722352551.393169 yylex_token: end at WS
1722352551.393174 yylex_token: Rename current window
1722352551.393179 yylex_token: end at WS
1722352551.393183 yylex_token: ,
1722352551.393189 yylex_token: end at WS
1722352551.393194 yylex_token: command-prompt
1722352551.393199 yylex_token: end at WS
1722352551.393204 yylex_token: -I#W
1722352551.393210 yylex_token: end at WS
1722352551.393214 yylex_token: rename-window
1722352551.393219 yylex_token: end at WS
1722352551.393224 yylex_token: --
1722352551.393229 yylex_token: end at WS
1722352551.393234 yylex_token: %%
1722352551.393240 cmd_parse_build_commands 0:0: bind
1722352551.393245 cmd_parse_build_commands 0:1: -N
1722352551.393251 cmd_parse_build_commands 0:2: Rename current window
1722352551.393256 cmd_parse_build_commands 0:3: ,
1722352551.393261 cmd_parse_build_commands 0:4 0:0: command-prompt
1722352551.393266 cmd_parse_build_commands 0:4 0:1: -I#W
1722352551.393272 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1722352551.393277 cmd_parse_build_commands 0:4 0:2 0:1: --
1722352551.393282 cmd_parse_build_commands 0:4 0:2 0:2: %%
1722352551.393290 cmd_parse_build_commands 0:0: command-prompt
1722352551.393302 cmd_parse_build_commands 0:1: -I#W
1722352551.393307 cmd_parse_build_commands 0:2 0:0: rename-window
1722352551.393313 cmd_parse_build_commands 0:2 0:1: --
1722352551.393318 cmd_parse_build_commands 0:2 0:2: %%
1722352551.393324 cmd_parse_build_commands 0:0: rename-window
1722352551.393329 cmd_parse_build_commands 0:1: --
1722352551.393334 cmd_parse_build_commands 0:2: %%
1722352551.393341 args_parse_flags: next --
1722352551.393347 args_parse: flags end at 2 of 3
1722352551.393352 args_parse: 2 = %% (type STRING)
1722352551.393361 cmd_parse_build_commands: rename-window "%%"
1722352551.393366 args_parse_flags: next -I#W
1722352551.393371 args_parse_flag_argument: -I = #W
1722352551.393376 args_parse: flags end at 2 of 3
1722352551.393384 args_parse: 2 = rename-window "%%" (type COMMANDS)
1722352551.393397 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1722352551.393402 args_parse_flags: next -N
1722352551.393408 args_parse_flag_argument: -N = Rename current window
1722352551.393413 args_parse_flags: next ,
1722352551.393418 args_parse: flags end at 3 of 5
1722352551.393423 args_parse: 3 = , (type STRING)
1722352551.393434 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1722352551.393453 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1722352551.393463 cmdq_get_command: [bind-key/0x15090a2c0] group 114
1722352551.393468 cmdq_append <global>: [bind-key/0x15090a2c0]
1722352551.393474 yylex_token: end at WS
1722352551.393479 yylex_token: bind
1722352551.393484 yylex_token: end at WS
1722352551.393489 yylex_token: -N
1722352551.393497 yylex_token: end at WS
1722352551.393502 yylex_token: Delete the most recent paste buffer
1722352551.393507 yylex_token: end at WS
1722352551.393512 yylex_token: -
1722352551.393518 yylex_token: end at WS
1722352551.393523 yylex_token: delete-buffer
1722352551.393529 cmd_parse_build_commands 0:0: bind
1722352551.393534 cmd_parse_build_commands 0:1: -N
1722352551.393540 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1722352551.393545 cmd_parse_build_commands 0:3: -
1722352551.393550 cmd_parse_build_commands 0:4 0:0: delete-buffer
1722352551.393557 cmd_parse_build_commands 0:0: delete-buffer
1722352551.393564 args_parse: flags end at 1 of 1
1722352551.393570 cmd_parse_build_commands: delete-buffer
1722352551.393575 args_parse_flags: next -N
1722352551.393581 args_parse_flag_argument: -N = Delete the most recent paste buffer
1722352551.393586 args_parse_flags: next -
1722352551.393591 args_parse: flags end at 3 of 5
1722352551.393596 args_parse: 3 = - (type STRING)
1722352551.393602 args_parse: 4 = delete-buffer (type COMMANDS)
1722352551.393617 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1722352551.393625 cmdq_get_command: [bind-key/0x15090ad90] group 126
1722352551.393630 cmdq_append <global>: [bind-key/0x15090ad90]
1722352551.393635 yylex_token: end at WS
1722352551.393640 yylex_token: bind
1722352551.393646 yylex_token: end at WS
1722352551.393650 yylex_token: -N
1722352551.393657 yylex_token: end at WS
1722352551.393662 yylex_token: Move the current window
1722352551.393667 yylex_token: end at WS
1722352551.393672 yylex_token: .
1722352551.393678 yylex_token: end at WS
1722352551.393683 yylex_token: command-prompt
1722352551.393688 yylex_token: end at WS
1722352551.393693 yylex_token: -T
1722352551.393698 yylex_token: end at WS
1722352551.393703 yylex_token: target
1722352551.393709 yylex_token: end at WS
1722352551.393714 yylex_token: move-window
1722352551.393719 yylex_token: end at WS
1722352551.393724 yylex_token: -t
1722352551.393729 yylex_token: end at WS
1722352551.393734 yylex_token: %%
1722352551.393741 cmd_parse_build_commands 0:0: bind
1722352551.393746 cmd_parse_build_commands 0:1: -N
1722352551.393751 cmd_parse_build_commands 0:2: Move the current window
1722352551.393756 cmd_parse_build_commands 0:3: .
1722352551.393761 cmd_parse_build_commands 0:4 0:0: command-prompt
1722352551.393773 cmd_parse_build_commands 0:4 0:1: -T
1722352551.393778 cmd_parse_build_commands 0:4 0:2: target
1722352551.393784 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1722352551.393789 cmd_parse_build_commands 0:4 0:3 0:1: -t
1722352551.393794 cmd_parse_build_commands 0:4 0:3 0:2: %%
